Emp_ID,Emp_Name,Order_ID,Attendance_Percentage,Picking_Time_Minutes,Income_Earned
PK250,Meena Devi,ORD000508,94.98,19,90.19
PK163,Naveen Kumar,ORD000509,92.88,8,111.21
PK002,Arun Kumar,ORD000510,90.22,5,77.19
PK049,Naveen Kumar,ORD000511,98.52,9,73.28
PK166,Meena Devi,ORD000512,84.43,10,91.84
PK103,Swetha R,ORD000513,88.52,6,59.5
PK194,Arun Kumar,ORD000514,86.29,8,112.9
PK095,Arun Kumar,ORD000515,93.76,6,89.06
PK220,Arun Kumar,ORD000516,87.93,14,50.71
PK220,Anitha S,ORD000517,88.95,19,61.87
PK023,Meena Devi,ORD000518,96.14,10,41.58
PK002,Anitha S,ORD000519,87.36,8,58.53
PK031,Priya Sharma,ORD000520,95.43,17,42.74
PK236,Karthik Raj,ORD000521,96.99,9,25.57
PK027,Naveen Kumar,ORD000522,85.88,5,71.48
PK214,Divya Nair,ORD000523,84.78,6,22.72
PK114,Anitha S,ORD000524,96.07,18,51.07
PK082,Priya Sharma,ORD000525,92.99,10,62.54
PK138,Karthik Raj,ORD000526,82.42,18,78.75
PK036,Naveen Kumar,ORD000527,90.72,8,18.39
PK023,Arun Kumar,ORD000528,99.82,3,114.9
PK203,Harish M,ORD000529,99.2,-2,38.92
PK141,Vignesh R,ORD000530,93.98,15,74.77
PK059,Naveen Kumar,ORD000531,94.45,10,49.96
PK111,Karthik Raj,ORD000532,82.39,7,85.97
PK241,Harish M,ORD000533,94.84,17,94.68
PK087,Naveen Kumar,ORD000534,95.83,8,35.2
PK074,Rahul Singh,ORD000535,82.04,5,31.24
PK136,Swetha R,ORD000536,85.66,9,16.86
PK077,Anitha S,ORD000537,93.48,16,95.02
PK014,Arun Kumar,ORD000538,83.23,12,68.34
PK122,Karthik Raj,ORD000539,93.82,13,45.39
PK108,Vignesh R,ORD000540,83.65,8,87.58
PK063,Anitha S,ORD000541,84.96,18,105.6
PK027,Harish M,ORD000542,94.27,19,39.59
PK108,Anitha S,ORD000543,82.96,5,22.58
PK214,Divya Nair,ORD000544,83.01,10,66.29
PK096,Karthik Raj,ORD000545,83.41,13,27.53
PK239,Meena Devi,ORD000546,84.44,12,96.98
PK152,Priya Sharma,ORD000547,94.44,3,64.5
PK153,Rahul Singh,ORD000548,96.2,9,23.87
PK110,Naveen Kumar,ORD000549,91.96,8,21.84
PK111,Priya Sharma,ORD000550,96.29,4,52.03
PK147,Vignesh R,ORD000551,96.5,10,37.02
PK066,Naveen Kumar,ORD000552,92.31,12,40.07
PK056,Divya Nair,ORD000553,82.72,13,78.27
PK024,Rahul Singh,ORD000554,91.82,3,39.82
PK191,Karthik Raj,ORD000555,91.52,14,55.73
PK108,Sanjay Kumar,ORD000556,99.88,6,49.35
PK238,Priya Sharma,ORD000557,82.67,12,15.14
PK016,Sanjay Kumar,ORD000558,95.3,20,88.62
PK100,Rahul Singh,ORD000559,83.55,8,50.45
PK031,Arun Kumar,ORD000560,92.58,20,34.38
PK226,Meena Devi,ORD000561,92.52,12,33.61
PK204,Arun Kumar,ORD000562,96.03,7,19.42
PK188,Anitha S,ORD000563,89.1,18,26.37
PK161,Priya Sharma,ORD000564,99.89,9,53.63
PK041,Harish M,ORD000565,85.5,10,19.9
PK240,Anitha S,ORD000566,95.45,3,57.42
PK015,Vignesh R,ORD000567,94.12,19,109.81
PK066,Rahul Singh,ORD000568,82.99,8,32.31
PK082,Swetha R,ORD000569,83.21,19,42.36
PK169,Sanjay Kumar,ORD000570,85.16,3,77.32
PK134,Swetha R,ORD000571,84.49,20,49.25
PK069,Rahul Singh,ORD000572,94.87,12,68.99
PK163,Swetha R,ORD000573,99.32,11,20.11
PK144,Anitha S,ORD000574,99.75,7,17.04
PK141,Priya Sharma,ORD000575,89.11,11,110.01
PK134,Naveen Kumar,ORD000576,94.08,11,46.15
PK202,Divya Nair,ORD000577,93.15,16,56.81
PK217,Rahul Singh,ORD000578,90.86,12,26.58
PK004,Naveen Kumar,ORD000579,98.02,15,75.54
PK024,Naveen Kumar,ORD000580,93.67,13,25.11
PK219,Divya Nair,ORD000581,91.55,9,110.12
PK132,Naveen Kumar,ORD000582,92.29,8,76.37
PK136,Meena Devi,ORD000583,91.18,14,44.13
PK230,Priya Sharma,ORD000584,94.88,14,65.25
PK106,Divya Nair,ORD000585,89.94,6,19.74
PK158,Arun Kumar,ORD000586,88.29,5,34.81
PK080,Swetha R,ORD000587,94.08,13,91.9
PK058,Divya Nair,ORD000588,82.93,11,102.55
PK006,Anitha S,ORD000589,94.6,13,34.98
PK205,Arun Kumar,ORD000590,95.12,3,115.82
PK081,Arun Kumar,ORD000591,87.31,5,69.53
PK239,Harish M,ORD000592,89.39,4,65.87
PK191,Karthik Raj,ORD000593,90.04,11,57.74
PK192,Naveen Kumar,ORD000594,93.67,13,118.6
PK187,Sanjay Kumar,ORD000595,96.3,6,70.46
PK051,Meena Devi,ORD000596,84.82,7,29.86
PK071,Naveen Kumar,ORD000597,83.15,4,68.0
PK241,Karthik Raj,ORD000598,92.42,6,52.36
PK123,Naveen Kumar,ORD000599,92.97,14,91.84
PK066,Anitha S,ORD000600,93.54,3,63.77
PK055,Karthik Raj,ORD000601,84.17,12,86.86
PK045,Divya Nair,ORD000602,97.4,6,16.63
PK116,Anitha S,ORD000603,86.05,7,77.83
PK002,Anitha S,ORD000604,82.29,10,99.59
PK068,Anitha S,ORD000605,91.21,10,44.41
PK125,Sanjay Kumar,ORD000606,97.35,16,58.71
PK105,Arun Kumar,ORD000607,95.25,16,82.56
PK060,Rahul Singh,ORD000608,84.31,19,70.1
PK098,Sanjay Kumar,ORD000609,89.31,3,63.09
PK081,Harish M,ORD000610,91.33,12,33.27
PK119,Sanjay Kumar,ORD000611,90.96,20,119.26
PK043,Harish M,ORD000612,99.52,14,79.15
PK068,Priya Sharma,ORD000613,93.74,8,19.19
PK170,Priya Sharma,ORD000614,97.88,20,101.66
PK080,Sanjay Kumar,ORD000615,92.96,14,93.34
PK236,Karthik Raj,ORD000616,91.62,4,41.79
PK149,Sanjay Kumar,ORD000617,94.48,5,51.64
PK049,Swetha R,ORD000618,95.14,12,85.47
PK134,Harish M,ORD000619,88.53,14,71.73
PK160,Harish M,ORD000620,82.64,10,55.54
PK039,Meena Devi,ORD000621,96.17,17,61.84
PK011,Anitha S,ORD000622,96.6,3,118.69
PK100,Naveen Kumar,ORD000623,84.01,12,77.77
PK151,Harish M,ORD000624,93.51,15,72.0
PK214,Rahul Singh,ORD000625,82.78,4,84.78
PK032,Divya Nair,ORD000626,86.32,14,20.85
PK134,Vignesh R,ORD000627,89.28,4,55.01
PK113,Divya Nair,ORD000628,86.06,16,91.42
PK178,Sanjay Kumar,ORD000629,87.57,8,63.85
PK104,Vignesh R,ORD000630,89.1,10,105.31
PK016,Karthik Raj,ORD000631,98.81,17,23.25
PK138,Rahul Singh,ORD000632,89.57,8,77.72
PK026,Swetha R,ORD000633,90.28,10,85.99
PK224,Vignesh R,ORD000634,97.95,4,19.14
PK022,Karthik Raj,ORD000635,98.08,20,67.84
PK182,Rahul Singh,ORD000636,97.73,12,22.49
PK240,Karthik Raj,ORD000637,84.66,11,83.38
PK027,Arun Kumar,ORD000638,82.65,17,32.78
PK084,Vignesh R,ORD000639,92.67,17,75.54
PK039,Karthik Raj,ORD000640,87.47,11,58.63
PK143,Priya Sharma,ORD000641,91.67,15,68.6
PK181,Vignesh R,ORD000642,92.48,7,16.66
PK194,Vignesh R,ORD000643,83.85,4,93.14
PK113,Swetha R,ORD000644,83.68,13,16.22
PK148,Naveen Kumar,ORD000645,98.91,15,24.06
PK078,Swetha R,ORD000646,89.03,10,115.77
PK140,Karthik Raj,ORD000647,95.64,3,75.43
PK208,Priya Sharma,ORD000648,97.16,13,25.85
PK237,Anitha S,ORD000649,89.8,9,56.77
PK065,Vignesh R,ORD000650,89.53,18,24.49
PK012,Swetha R,ORD000651,88.41,13,51.82
PK156,Vignesh R,ORD000652,89.8,5,112.59
PK245,Sanjay Kumar,ORD000653,97.88,3,44.97
PK091,Anitha S,ORD000654,99.62,4,76.12
PK005,Karthik Raj,ORD000655,85.35,10,80.1
PK207,Vignesh R,ORD000656,82.66,17,26.88
PK224,Naveen Kumar,ORD000657,85.53,11,109.81
PK026,Rahul Singh,ORD000658,83.62,7,107.34
PK088,Priya Sharma,ORD000659,82.26,17,105.51
PK036,Harish M,ORD000660,96.65,6,84.61
PK126,Meena Devi,ORD000661,85.87,7,112.21
PK049,Arun Kumar,ORD000662,88.25,19,58.58
PK110,Sanjay Kumar,ORD000663,89.05,7,67.73
PK231,Swetha R,ORD000664,94.3,13,115.78
PK242,Priya Sharma,ORD000665,98.63,7,24.67
PK137,Divya Nair,ORD000666,91.73,16,45.38
PK145,Swetha R,ORD000667,84.91,14,95.08
PK192,Vignesh R,ORD000668,83.05,19,81.75
PK198,Meena Devi,ORD000669,96.62,15,31.35
PK160,Arun Kumar,ORD000670,93.0,5,72.83
PK207,Karthik Raj,ORD000671,92.4,19,41.9
PK077,Anitha S,ORD000672,98.22,4,41.79
PK066,Divya Nair,ORD000673,83.87,18,99.96
PK165,Harish M,ORD000674,86.85,6,96.63
PK098,Arun Kumar,ORD000675,84.7,18,55.09
PK063,Swetha R,ORD000676,83.42,15,70.0
PK010,Swetha R,ORD000677,84.35,19,44.53
PK121,Naveen Kumar,ORD000678,95.24,6,31.4
PK028,Rahul Singh,ORD000679,88.07,12,67.38
PK118,Priya Sharma,ORD000680,94.14,8,68.75
PK248,Sanjay Kumar,ORD000681,97.5,7,112.46
PK017,Harish M,ORD000682,95.45,5,70.51
PK125,Anitha S,ORD000683,83.74,19,115.94
PK077,Vignesh R,ORD000684,86.37,7,79.58
PK144,Anitha S,ORD000685,82.41,18,47.51
PK180,Sanjay Kumar,ORD000686,84.11,11,17.6
PK110,Sanjay Kumar,ORD000687,90.08,8,95.95
PK049,Vignesh R,ORD000688,86.08,8,106.23
PK003,Karthik Raj,ORD000689,92.15,20,46.61
PK133,Meena Devi,ORD000690,86.45,9,79.64
PK209,Divya Nair,ORD000691,88.54,17,32.06
PK225,Divya Nair,ORD000692,99.07,11,55.26
PK097,Priya Sharma,ORD000693,88.55,15,27.03
PK013,Harish M,ORD000694,95.05,5,77.89
PK149,Vignesh R,ORD000695,90.06,15,44.36
PK243,Sanjay Kumar,ORD000696,86.16,10,67.54
PK167,Vignesh R,ORD000697,86.57,15,45.47
PK004,Harish M,ORD000698,90.69,16,97.58
PK212,Arun Kumar,ORD000699,95.14,15,105.79
PK041,Vignesh R,ORD000700,90.3,3,116.27
PK206,Anitha S,ORD000701,82.19,9,101.5
PK034,Sanjay Kumar,ORD000702,91.76,3,87.29
PK039,Anitha S,ORD000703,92.67,10,15.63
PK084,Arun Kumar,ORD000704,98.1,5,94.25
PK224,Meena Devi,ORD000705,96.41,8,21.89
PK067,Arun Kumar,ORD000706,86.02,10,55.99
PK115,Vignesh R,ORD000707,95.64,4,58.06
PK051,Anitha S,ORD000708,96.62,16,86.41
PK132,Naveen Kumar,ORD000709,97.83,9,38.84
PK062,Sanjay Kumar,ORD000710,82.47,10,66.1
PK198,Naveen Kumar,ORD000711,92.28,3,32.93
PK049,Anitha S,ORD000712,96.06,10,51.44
PK161,Meena Devi,ORD000713,86.0,3,45.85
PK023,Rahul Singh,ORD000714,87.37,13,52.59
PK106,Sanjay Kumar,ORD000715,95.61,15,19.23
PK157,Anitha S,ORD000716,92.11,6,82.23
PK240,Naveen Kumar,ORD000717,83.91,19,87.65
PK163,Sanjay Kumar,ORD000718,98.13,10,36.3
PK032,Anitha S,ORD000719,87.55,11,91.65
PK064,Anitha S,ORD000720,91.51,13,114.54
PK037,Arun Kumar,ORD000721,82.02,16,44.6
PK118,Naveen Kumar,ORD000722,99.8,8,17.1
PK064,Arun Kumar,ORD000723,89.66,17,62.27
PK037,Vignesh R,ORD000724,96.32,9,101.66
PK175,Priya Sharma,ORD000725,87.38,4,45.16
PK098,Meena Devi,ORD000726,87.65,14,113.07
PK238,Anitha S,ORD000727,90.28,12,27.1
PK146,Divya Nair,ORD000728,89.81,9,94.13
PK233,Divya Nair,ORD000729,87.98,18,115.7
PK158,Naveen Kumar,ORD000730,87.14,19,21.11
PK105,Priya Sharma,ORD000731,93.99,12,18.43
PK242,Vignesh R,ORD000732,98.32,8,56.89
PK182,Rahul Singh,ORD000733,83.7,8,41.55
PK007,Priya Sharma,ORD000734,87.3,8,35.81
PK054,Sanjay Kumar,ORD000735,86.41,11,97.21
PK124,Vignesh R,ORD000736,95.03,4,49.88
PK127,Meena Devi,ORD000737,91.93,11,19.29
PK209,Anitha S,ORD000738,86.72,6,55.76
PK047,Swetha R,ORD000739,92.74,10,17.08
PK126,Meena Devi,ORD000740,82.93,5,72.97
PK075,Vignesh R,ORD000741,82.48,-2,25.09
PK096,Vignesh R,ORD000742,98.44,19,44.11
PK153,Anitha S,ORD000743,89.51,3,27.23
PK205,Vignesh R,ORD000744,95.85,14,41.85
PK075,Harish M,ORD000745,97.6,9,108.06
PK206,Meena Devi,ORD000746,95.45,14,87.53
PK209,Anitha S,ORD000747,88.99,4,98.3
PK050,Divya Nair,ORD000748,83.88,20,-25.0
PK138,Vignesh R,ORD000749,93.23,9,67.45
PK248,Vignesh R,ORD000750,94.43,5,70.94
PK216,Vignesh R,ORD000751,96.23,8,23.56
PK151,Arun Kumar,ORD000752,83.19,6,119.27
PK036,Rahul Singh,ORD000753,83.32,10,35.76
PK181,Vignesh R,ORD000754,95.63,17,48.73
PK031,Vignesh R,ORD000755,93.64,3,77.61
PK181,Harish M,ORD000756,93.39,19,77.72
PK174,Naveen Kumar,ORD000757,85.71,5,96.77
PK043,Vignesh R,ORD000758,86.98,12,103.64
PK131,Anitha S,ORD000759,92.64,19,18.0
PK181,Swetha R,ORD000760,95.93,8,81.47
PK087,Rahul Singh,ORD000761,82.44,6,40.14
PK119,Arun Kumar,ORD000762,89.57,11,38.12
PK092,Rahul Singh,ORD000763,99.91,19,55.12
PK235,Priya Sharma,ORD000764,94.48,11,15.47
PK032,Rahul Singh,ORD000765,94.51,19,18.82
PK084,Divya Nair,ORD000766,88.2,13,34.08
PK088,Meena Devi,ORD000767,87.68,19,109.15
PK018,Anitha S,ORD000768,92.08,17,21.37
PK090,Divya Nair,ORD000769,82.47,9,64.71
PK117,Harish M,ORD000770,87.23,7,26.02
PK220,Rahul Singh,ORD000771,85.48,20,91.43
PK046,Swetha R,ORD000772,93.07,11,51.84
PK121,Anitha S,ORD000773,86.4,20,108.3
PK066,Naveen Kumar,ORD000774,97.2,18,59.93
PK120,Meena Devi,ORD000775,86.07,13,49.91
PK205,Priya Sharma,ORD000776,95.09,14,15.05
PK112,Swetha R,ORD000777,84.35,19,114.73
PK136,Meena Devi,ORD000778,82.27,20,59.54
PK012,Rahul Singh,ORD000779,89.0,19,103.61
PK138,Naveen Kumar,ORD000780,92.32,13,102.24
PK064,Arun Kumar,ORD000781,90.89,18,115.23
PK166,Sanjay Kumar,ORD000782,92.01,16,29.8
PK209,Swetha R,ORD000783,91.08,4,39.26
PK110,Arun Kumar,ORD000784,82.32,15,27.49
PK185,Swetha R,ORD000785,96.64,4,108.66
PK196,Harish M,ORD000786,93.97,13,66.68
PK089,Meena Devi,ORD000787,90.98,9,84.81
PK086,Swetha R,ORD000788,96.23,8,35.61
PK044,Rahul Singh,ORD000789,82.96,8,24.43
PK018,Rahul Singh,ORD000790,84.35,6,106.45
PK095,Karthik Raj,ORD000791,85.11,19,81.32
PK070,Harish M,ORD000792,90.61,9,116.17
PK245,Rahul Singh,ORD000793,89.09,18,61.13
PK059,Harish M,ORD000794,86.78,17,48.47
PK080,Anitha S,ORD000795,97.52,13,107.68
PK103,Rahul Singh,ORD000796,86.74,5,46.22
PK096,Anitha S,ORD000797,86.44,17,34.19
PK158,Arun Kumar,ORD000798,90.23,11,114.91
PK134,Harish M,ORD000799,98.11,12,39.62
PK240,Arun Kumar,ORD000800,83.87,8,69.28
PK130,Anitha S,ORD000801,92.72,9,90.35
PK093,Vignesh R,ORD000802,88.63,9,91.09
PK205,Priya Sharma,ORD000803,86.77,14,24.72
PK009,Arun Kumar,ORD000804,96.95,3,59.06
PK108,Divya Nair,ORD000805,95.26,3,100.54
PK119,Divya Nair,ORD000806,97.35,6,60.61
PK013,Rahul Singh,ORD000807,95.75,9,31.12
PK044,Meena Devi,ORD000808,99.8,12,77.61
PK105,Rahul Singh,ORD000809,94.3,18,40.11
PK145,Anitha S,ORD000810,94.44,8,44.9
PK091,Divya Nair,ORD000811,97.62,17,49.56
PK127,Sanjay Kumar,ORD000812,96.63,12,33.02
PK083,Harish M,ORD000813,84.73,9,31.36
PK013,Arun Kumar,ORD000814,92.1,15,34.28
PK012,Harish M,ORD000815,91.17,19,56.68
PK072,Swetha R,ORD000816,82.11,4,92.04
PK187,Divya Nair,ORD000817,95.84,19,59.8
PK125,Vignesh R,ORD000818,88.26,5,20.55
PK119,Sanjay Kumar,ORD000819,83.2,20,15.88
PK024,Vignesh R,ORD000820,95.94,12,70.27
PK249,Swetha R,ORD000821,86.07,20,87.06
PK055,Divya Nair,ORD000822,84.55,10,37.7
PK022,Vignesh R,ORD000823,91.15,3,117.73
PK142,Swetha R,ORD000824,89.78,8,81.34
PK028,Meena Devi,ORD000825,87.9,8,82.74
PK197,Anitha S,ORD000826,92.93,17,59.18
PK111,Sanjay Kumar,ORD000827,83.83,9,100.87
PK110,Arun Kumar,ORD000828,99.65,15,69.39
PK054,Naveen Kumar,ORD000829,85.46,17,68.91
PK249,Anitha S,ORD000830,85.07,8,117.13
PK112,Priya Sharma,ORD000831,95.32,8,93.33
PK246,Priya Sharma,ORD000832,93.08,15,112.61
PK217,Sanjay Kumar,ORD000833,94.26,19,38.03
PK212,Divya Nair,ORD000834,82.21,5,92.2
PK216,Karthik Raj,ORD000835,88.71,20,30.69
PK242,Vignesh R,ORD000836,85.15,14,22.33
PK187,Priya Sharma,ORD000837,87.1,16,108.16
PK089,Harish M,ORD000838,93.18,14,120.0
PK181,Harish M,ORD000839,96.35,20,50.49
PK173,Karthik Raj,ORD000840,85.42,12,39.66
PK055,Harish M,ORD000841,90.27,13,38.61
PK208,Swetha R,ORD000842,83.97,16,89.11
PK011,Arun Kumar,ORD000843,96.6,9,87.77
PK055,Rahul Singh,ORD000844,88.04,14,100.58
PK101,Harish M,ORD000845,95.78,20,60.94
PK169,Divya Nair,ORD000846,88.82,8,73.57
PK112,Divya Nair,ORD000847,82.8,9,18.38
PK201,Priya Sharma,ORD000848,88.81,18,99.49
PK137,Naveen Kumar,ORD000849,90.2,9,76.62
PK004,Divya Nair,ORD000850,84.78,15,15.14
PK145,Divya Nair,ORD000851,86.3,14,72.54
PK112,Sanjay Kumar,ORD000852,91.78,10,107.26
PK065,Vignesh R,ORD000853,83.07,13,72.67
PK027,Harish M,ORD000854,86.86,18,106.7
PK156,Divya Nair,ORD000855,93.49,12,55.45
PK200,Harish M,ORD000856,89.85,8,39.28
PK029,Sanjay Kumar,ORD000857,82.61,16,110.04
PK071,Naveen Kumar,ORD000858,85.58,7,81.84
PK196,Priya Sharma,ORD000859,91.37,19,58.55
PK054,Sanjay Kumar,ORD000860,91.22,11,36.34
PK180,Divya Nair,ORD000861,93.16,17,92.31
PK208,Vignesh R,ORD000862,89.92,15,39.46
PK067,Priya Sharma,ORD000863,84.23,11,77.1
PK058,Karthik Raj,ORD000864,99.29,10,27.32
PK153,Divya Nair,ORD000865,89.78,19,49.08
PK058,Divya Nair,ORD000866,84.83,7,76.12
PK153,Karthik Raj,ORD000867,88.04,18,116.67
PK079,Sanjay Kumar,ORD000868,99.09,15,40.77
PK056,Meena Devi,ORD000869,94.48,20,34.56
PK230,Karthik Raj,ORD000870,88.66,9,80.8
PK027,Sanjay Kumar,ORD000871,96.43,8,43.47
PK059,Meena Devi,ORD000872,90.68,6,102.38
PK173,Arun Kumar,ORD000873,89.96,12,32.52
PK195,Meena Devi,ORD000874,89.93,17,49.76
PK009,Meena Devi,ORD000875,90.89,18,67.11
PK137,Arun Kumar,ORD000876,86.29,8,16.58
PK067,Naveen Kumar,ORD000877,90.09,7,100.2
PK217,Meena Devi,ORD000878,82.98,5,36.23
PK187,Priya Sharma,ORD000879,95.94,11,83.16
PK008,Priya Sharma,ORD000880,96.09,8,50.67
PK074,Arun Kumar,ORD000881,95.8,14,78.5
PK075,Sanjay Kumar,ORD000882,95.75,9,102.21
PK171,Swetha R,ORD000883,92.89,9,101.04
PK093,Karthik Raj,ORD000884,89.68,11,96.86
PK001,Swetha R,ORD000885,91.55,14,15.27
PK025,Swetha R,ORD000886,88.73,3,62.06
PK167,Meena Devi,ORD000887,90.75,16,107.96
PK134,Naveen Kumar,ORD000888,82.7,16,92.57
PK220,Divya Nair,ORD000889,99.7,4,73.02
PK049,Priya Sharma,ORD000890,92.37,13,22.32
PK168,Divya Nair,ORD000891,97.39,14,83.57
PK076,Sanjay Kumar,ORD000892,87.5,20,46.76
PK166,Harish M,ORD000893,99.35,11,24.94
PK080,Swetha R,ORD000894,98.4,10,36.92
PK174,Arun Kumar,ORD000895,99.67,4,95.98
PK231,Vignesh R,ORD000896,89.97,7,95.43
PK178,Meena Devi,ORD000897,83.44,10,46.43
PK154,Divya Nair,ORD000898,88.02,3,52.83
PK021,Sanjay Kumar,ORD000899,90.97,4,73.64
PK091,Rahul Singh,ORD000900,85.82,12,85.85
PK087,Vignesh R,ORD000901,83.74,5,118.39
PK100,Priya Sharma,ORD000902,87.17,15,81.79
PK182,Rahul Singh,ORD000903,84.82,14,37.47
PK212,Harish M,ORD000904,92.87,18,58.08
PK111,Meena Devi,ORD000905,86.49,15,54.94
PK152,Naveen Kumar,ORD000906,95.27,7,19.9
PK197,Harish M,ORD000907,85.04,13,50.56
PK024,Vignesh R,ORD000908,94.52,15,74.28
PK147,Vignesh R,ORD000909,83.0,4,45.89
PK143,Swetha R,ORD000910,85.89,10,60.46
PK002,Rahul Singh,ORD000911,95.52,7,21.26
PK077,Swetha R,ORD000912,97.79,6,40.06
PK239,Naveen Kumar,ORD000913,83.32,12,74.2
PK015,Arun Kumar,ORD000914,95.75,10,41.15
PK086,Arun Kumar,ORD000915,95.27,7,90.0
PK221,Divya Nair,ORD000916,92.86,19,80.27
PK212,Naveen Kumar,ORD000917,87.26,9,106.66
PK019,Harish M,ORD000918,86.2,11,41.05
PK190,Rahul Singh,ORD000919,91.04,12,65.61
PK230,Sanjay Kumar,ORD000920,93.87,5,72.35
PK078,Vignesh R,ORD000921,94.46,4,112.09
PK115,Anitha S,ORD000922,92.46,18,115.8
PK062,Naveen Kumar,ORD000923,97.25,18,119.51
PK246,Divya Nair,ORD000924,83.57,7,96.52
PK064,Vignesh R,ORD000925,84.95,9,117.72
PK103,Meena Devi,ORD000926,82.46,18,106.87
PK181,Swetha R,ORD000927,98.66,16,96.73
PK187,Priya Sharma,ORD000928,97.49,15,27.78
PK041,Anitha S,ORD000929,96.51,9,24.48
PK083,Arun Kumar,ORD000930,97.25,18,28.73
PK071,Rahul Singh,ORD000931,98.98,12,97.71
PK110,Swetha R,ORD000932,96.63,8,30.72
PK075,Swetha R,ORD000933,95.48,4,42.64
PK176,Rahul Singh,ORD000934,98.91,8,59.76
PK036,Priya Sharma,ORD000935,99.57,16,17.01
PK034,Naveen Kumar,ORD000936,98.64,8,100.18
PK007,Rahul Singh,ORD000937,92.12,7,25.91
PK196,Priya Sharma,ORD000938,85.59,13,29.66
PK049,Sanjay Kumar,ORD000939,97.96,9,40.18
PK034,Karthik Raj,ORD000940,95.51,17,116.43
PK077,Arun Kumar,ORD000941,92.45,3,70.06
PK086,Priya Sharma,ORD000942,87.61,12,78.13
PK024,Sanjay Kumar,ORD000943,82.83,19,25.11
PK112,Vignesh R,ORD000944,97.85,16,19.59
PK153,Rahul Singh,ORD000945,98.28,12,84.47
PK180,Anitha S,ORD000946,86.65,16,75.83
PK044,Arun Kumar,ORD000947,89.64,4,39.75
PK203,Priya Sharma,ORD000948,87.2,20,51.8
PK002,Anitha S,ORD000949,95.56,16,73.07
PK210,Karthik Raj,ORD000950,85.01,18,111.17
PK030,Anitha S,ORD000951,91.78,13,81.24
PK128,Swetha R,ORD000952,83.05,20,118.79
PK224,Swetha R,ORD000953,84.86,5,118.86
PK002,Harish M,ORD000954,85.59,18,18.38
PK127,Sanjay Kumar,ORD000955,94.02,6,119.93
PK078,Naveen Kumar,ORD000956,83.75,6,16.48
PK097,Vignesh R,ORD000957,93.88,7,46.36
PK109,Rahul Singh,ORD000958,84.92,6,91.12
PK074,Arun Kumar,ORD000959,84.08,17,25.49
PK134,Harish M,ORD000960,85.97,13,89.66
PK206,Anitha S,ORD000961,95.33,12,95.59
PK006,Sanjay Kumar,ORD000962,89.93,17,91.94
PK176,Rahul Singh,ORD000963,96.97,6,53.33
PK082,Sanjay Kumar,ORD000964,98.95,20,106.35
PK065,Meena Devi,ORD000965,89.71,5,19.43
PK247,Meena Devi,ORD000966,87.07,17,82.92
PK191,Arun Kumar,ORD000967,96.82,18,117.55
PK181,Naveen Kumar,ORD000968,88.36,9,87.49
PK247,Priya Sharma,ORD000969,87.34,17,50.41
PK100,Divya Nair,ORD000970,91.75,18,99.83
PK149,Priya Sharma,ORD000971,92.14,17,116.22
PK059,Naveen Kumar,ORD000972,89.87,4,72.89
PK056,Divya Nair,ORD000973,82.52,20,99.32
PK166,Rahul Singh,ORD000974,97.81,15,77.83
PK154,Rahul Singh,ORD000975,83.58,14,72.23
PK245,Karthik Raj,ORD000976,96.22,7,118.64
PK157,Anitha S,ORD000977,83.08,15,78.7
PK041,Rahul Singh,ORD000978,82.8,3,66.67
PK068,Swetha R,ORD000979,93.8,11,39.74
PK199,Vignesh R,ORD000980,89.53,8,92.46
PK229,Divya Nair,ORD000981,91.17,4,71.75
PK130,Sanjay Kumar,ORD000982,88.62,9,111.03
PK095,Vignesh R,ORD000983,96.14,13,69.07
PK057,Harish M,ORD000984,85.91,5,84.24
PK225,Harish M,ORD000985,87.67,20,92.31
PK249,Divya Nair,ORD000986,83.35,19,82.7
PK003,Rahul Singh,ORD000987,94.39,8,22.82
PK061,Rahul Singh,ORD000988,98.8,16,116.54
PK224,Anitha S,ORD000989,97.07,15,100.64
PK146,Rahul Singh,ORD000990,86.07,15,50.34
PK157,Arun Kumar,ORD000991,87.75,17,22.44
PK039,Swetha R,ORD000992,93.68,12,113.94
PK127,Divya Nair,ORD000993,91.09,3,47.24
PK122,Anitha S,ORD000994,94.29,6,117.12
PK179,Harish M,ORD000995,95.81,4,99.7
PK091,Karthik Raj,ORD000996,84.4,9,55.56
PK133,Rahul Singh,ORD000997,99.9,11,115.43
PK236,Vignesh R,ORD000998,85.72,19,23.64
PK090,Vignesh R,ORD000999,99.93,17,86.2
PK130,Swetha R,ORD001000,90.87,10,117.97
PK245,Swetha R,ORD001001,90.78,4,80.2
PK197,Sanjay Kumar,ORD001002,99.67,10,60.79
PK191,Karthik Raj,ORD001003,99.06,9,85.15
PK232,Anitha S,ORD001004,96.24,11,89.91
PK008,Divya Nair,ORD001005,82.02,8,89.7
PK058,Meena Devi,ORD001006,82.16,12,49.02
PK002,Rahul Singh,ORD001007,96.13,5,44.69
PK222,Vignesh R,ORD001008,92.37,7,74.76
PK221,Swetha R,ORD001009,93.4,3,105.26
PK117,Meena Devi,ORD001010,92.54,16,47.67
PK085,Priya Sharma,ORD001011,96.71,13,35.16
PK015,Sanjay Kumar,ORD001012,91.1,11,49.47
PK088,Karthik Raj,ORD001013,86.1,4,86.66
PK138,Naveen Kumar,ORD001014,88.85,8,114.13
PK214,Sanjay Kumar,ORD001015,89.46,9,50.14
PK014,Karthik Raj,ORD001016,84.98,3,55.29
